department,course_code,course_name,credits,prerequisites,corequisites,description
MATH,103,Integral Calculus with Applications to Life Sciences,3,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""MATH 100""), Prerequisite(type=""course"", details=""MATH 102""), Prerequisite(type=""course"", details=""MATH 104""), Prerequisite(type=""course"", details=""MATH 110""), Prerequisite(type=""course"", details=""MATH 120""), Prerequisite(type=""course"", details=""MATH 180""), Prerequisite(type=""course"", details=""MATH 184"")])",,"Antiderivatives and definite integrals, infinite series, applications to probability and dynamical systems. Please consult the Faculty of Science Credit Exclusion List: https://vancouver.calendar.ubc.ca/faculties-colleges-and-schools/facult… [3-0-0] Prerequisite: One of MATH 100, MATH 102, MATH 104, MATH 110, MATH 120, MATH 180, MATH 184."
MATH,104,Differential Calculus with Applications to Commerce and Social Sciences,3,/* Unparsed: high-school calculus and a score of 80% or higher in bc principles of mathematics 12 or pre-calculus 12. */,,"Derivatives and rates of change, exponential and trigonometric functions, Newton's method, Taylor polynomials, maxima and minima, and graphing. Please consult the Faculty of Science Credit Exclusion List: https://vancouver.calendar.ubc.ca/faculties-colleges-and-schools/facult…. [3-0-0] Prerequisite: High-school calculus and a score of 80% or higher in BC Principles of Mathematics 12 or Pre-calculus 12."
MATH,105,Integral Calculus with Applications to Commerce and Social Sciences,3,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""MATH 100""), Prerequisite(type=""course"", details=""MATH 102""), Prerequisite(type=""course"", details=""MATH 104""), Prerequisite(type=""course"", details=""MATH 110""), Prerequisite(type=""course"", details=""MATH 120""), Prerequisite(type=""course"", details=""MATH 180""), Prerequisite(type=""course"", details=""MATH 184"")])",,"Antiderivatives, the definite integral, techniques of integration, infinite series, partial derivatives, maxima and minima with constraints, discrete and continuous random variables. Please consult the Faculty of Science Credit Exclusion List: https://vancouver.calendar.ubc.ca/faculties-colleges-and-schools/facult…. [3-0-0] Prerequisite: One of MATH 100, MATH 102, MATH 104, MATH 110, MATH 120, MATH 180, MATH 184."
MATH,110,Differential Calculus,6,/* Unparsed: a grade of 65% or higher in bc principles of mathematics 12 or pre-calculus 12. */,,"Topics as for MATH 100, but including relevant topics from algebra, geometry, functions, trigonometry, logarithms, and exponentials. [3-0-1.5; 3-0-1.5] Prerequisite: A grade of 65% or higher in BC Principles of Mathematics 12 or Pre-calculus 12."
MATH,120,Honours Differential Calculus,4,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""OF 95""), Prerequisite(type=""course"", details=""MATHEMATICS 12""), Prerequisite(type=""course"", details=""CALCULUS 12"")])",,"Limits, derivatives, Mean Value Theorem and applications, elementary functions, optimization, Taylor series, approximation. Please consult the Faculty of Science Credit Exclusion List: https://vancouver.calendar.ubc.ca/faculties-colleges-and-schools/facult… [4-0-0] Prerequisite: High-school calculus and one of (a) a score of 95% or higher in BC Principles of Mathematics 12 or Pre-calculus 12; or (b) permission from the Mathematics Department Head."
MATH,121,Honours Integral Calculus,4,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""MATH 120""), Prerequisite(type=""course"", details=""MATH 100""), Prerequisite(type=""course"", details=""MATH 102""), Prerequisite(type=""course"", details=""MATH 104""), Prerequisite(type=""course"", details=""MATH 180""), Prerequisite(type=""course"", details=""MATH 184""), Prerequisite(type=""course"", details=""OF 5"")])",,"Definite integrals and the Fundamental Theorem of Calculus, techniques and applications of integration, infinite series. Please consult the Faculty of Science Credit Exclusion List: https://vancouver.calendar.ubc.ca/faculties-colleges-and-schools/facult… [4-0-0] Prerequisite: Either(a) MATH 120 or (b) one of MATH 100, MATH 102, MATH 104, MATH 180, MATH 184. Prerequisite grade requirement: 80% in MATH184,MATH180,MATH104,MATH102,MATH100. 68% in MATH120. or (c) a score of 5 in AP Calculus AB."
MATH,152,Linear Systems,3,,"Prerequisite(type=""course"", details=""MATH 101"")","2D and 3D geometry, vectors and matrices, eigenvalues and vibration, physical applications. Laboratories demonstrate computer solutions of large systems. Please consult the Faculty of Science Credit Exclusion List: https://vancouver.calendar.ubc.ca/faculties-colleges-and-schools/facult… [3-1*-0] Corequisite: MATH 101."
MATH,180,Differential Calculus with Applications,4,/* Unparsed: a grade of 80% or higher in bc principles of mathematics 12 or pre-calculus 12. */,,"Topics as for Math 100; intended for students with no previous knowledge of Calculus. Please consult the Faculty of Science Credit Exclusion List: https://vancouver.calendar.ubc.ca/faculties-colleges-and-schools/facult…. Not for credit for students with AP Calculus AB, AP Calculus BC, or a passing score on the UBC-SFU-UVIC-UNBC Calculus Challenge Examination. [3-0-1.5] Prerequisite: A grade of 80% or higher in BC Principles of Mathematics 12 or Pre-calculus 12."
MATH,184,Differential Calculus for Social Science and Commerce,4,/* Unparsed: a grade of 80% or higher in bc principles of mathematics 12 or pre-calculus 12. */,,"Topics as for Math 104; intended for students with no previous knowledge of Calculus. Please consult the Faculty of Science Credit Exclusion List: https://vancouver.calendar.ubc.ca/faculties-colleges-and-schools/facult…. Not for credit for students with AP Calculus AB, AP Calculus BC, or a passing score on the UBC-SFU-UVIC-UNBC Calculus Challenge Examination. [3-0-1.5] Prerequisite: A grade of 80% or higher in BC Principles of Mathematics 12 or Pre-calculus 12."
MATH,190,Calculus Survey,4,/* Unparsed: principles of mathematics 12 or pre-calculus 12 and registration in the b.s.f. or b.sc.n. programs. */,,"Functions, derivatives, integrals, curve sketching growth functions, volume calculations. Only for credit in the Faculty of Forestry. Students with credit for MATH 100, 102, 104, 120, 180, or 184 cannot in the same term or later terms obtain credit for MATH 190. [3-0-2] Prerequisite: Principles of Mathematics 12 or Pre-calculus 12 and registration in the B.S.F. or B.Sc.N. programs."
MATH,200,Calculus III,3,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""MATH 101""), Prerequisite(type=""course"", details=""MATH 103""), Prerequisite(type=""course"", details=""MATH 105""), Prerequisite(type=""course"", details=""MATH 121""), Prerequisite(type=""course"", details=""SCIE 001"")])",,"Analytic geometry in 2 and 3 dimensions, partial and directional derivatives, chain rule, maxima and minima, second derivative test, Lagrange multipliers, multiple integrals with applications. Please consult the Faculty of Science Credit Exclusion List: https://vancouver.calendar.ubc.ca/faculties-colleges-and-schools/facult…. [3-0-0] Prerequisite: One of MATH 101, MATH 103, MATH 105, MATH 121, SCIE 001."
MATH,210,Introduction to Mathematical Computing,3,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""MATH 101""), Prerequisite(type=""course"", details=""MATH 103""), Prerequisite(type=""course"", details=""MATH 105""), Prerequisite(type=""course"", details=""MATH 121""), Prerequisite(type=""course"", details=""SCIE 001"")])","Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""MATH 215""), Prerequisite(type=""course"", details=""MATH 255""), Prerequisite(type=""course"", details=""MATH 256""), Prerequisite(type=""course"", details=""MATH 258""), Prerequisite(type=""course"", details=""MATH 152""), Prerequisite(type=""course"", details=""MATH 221""), Prerequisite(type=""course"", details=""MATH 223"")])","Introduction to mathematical software and numerical methods. Numbers, arrays, functions, vectorization and iteration. Sequences and series, root finding, numerical integration, numerical methods for differential equations, systems of linear equations, mathematical graphics. [3-0-0] Prerequisite: One of MATH 101, MATH 103, MATH 105, MATH 121, SCIE 001. Corequisite: One of MATH 215, MATH 255, MATH 256, MATH 258 and one of MATH 152, MATH 221, MATH 223."
MATH,215,Elementary Differential Equations I,3,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""MATH 101""), Prerequisite(type=""course"", details=""MATH 103""), Prerequisite(type=""course"", details=""MATH 105""), Prerequisite(type=""course"", details=""MATH 121""), Prerequisite(type=""course"", details=""SCIE 001""), Prerequisite(type=""course"", details=""MATH 152""), Prerequisite(type=""course"", details=""MATH 221""), Prerequisite(type=""course"", details=""MATH 223"")])","Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""MATH 200""), Prerequisite(type=""course"", details=""MATH 217""), Prerequisite(type=""course"", details=""MATH 226""), Prerequisite(type=""course"", details=""MATH 253""), Prerequisite(type=""course"", details=""MATH 254"")])","First-order equations; linear equations; linear systems; Laplace transforms; numerical methods; trajectory analysis of plane nonlinear systems. Applications of these topics will be emphasized. Please consult the Faculty of Science Credit Exclusion List: https://vancouver.calendar.ubc.ca/faculties-colleges-and-schools/facult…. [3-0-0] Prerequisite: One of MATH 101, MATH 103, MATH 105, MATH 121, SCIE 001 and one of MATH 152, MATH 221, MATH 223. Corequisite: One of MATH 200, MATH 217, MATH 226, MATH 253, MATH 254."
